id,name,members,value,highalch,lowalch,limit,examine
1675,Sapphire amulet (u),False,900,540,360,10000,It needs a string so I can wear it.
9189,Sapphire bolt tips,True,17,10,6,11000,Sapphire bolt tips.
9337,Sapphire bolts,True,37,22,14,11000,Sapphire tipped Mithril crossbow bolts.
9240,Sapphire bolts (e),True,40,24,16,11000,Enchanted Sapphire tipped Mithril Crossbow Bolts.
11072,Sapphire bracelet,True,1150,690,460,10000,I wonder if this is valuable.
21963,Sapphire dragon bolts,True,750,450,300,11000,"Dragon crossbow bolts, tipped with sapphire."
21940,Sapphire dragon bolts (e),True,780,468,312,11000,"Enchanted Dragon crossbow bolts, tipped with sapphire."
10018,Sapphire glacialis (item),True,30,18,12,125,There's a sapphire glacialis butterfly in here.
29198,Sapphire glacialis mix (1),True,30,18,12,,There's a sapphire glacialis butterfly in here.
29180,Sapphire glacialis mix (2),True,30,18,12,,There's a sapphire glacialis butterfly in here.
1656,Sapphire necklace,False,1050,630,420,18000,I wonder if this is valuable.
1637,Sapphire ring,False,900,540,360,10000,A valuable ring.
23528,Sarachnis cudgel,True,120001,72000,48000,70,Not to be confused with a Sarachnis cuddle.
13040,Saradomin armour set (lg),False,80000,48000,32000,8,"A set containing a full helm, platebody, legs and kiteshield."
13042,Saradomin armour set (sk),False,80000,48000,32000,8,"A set containing a full helm, platebody, skirt and kiteshield."
10384,Saradomin bracers,True,4000,2400,1600,8,Saradomin blessed dragonhide vambraces.
6691,Saradomin brew(1),True,125,75,50,2000,1 dose of Saradomin brew.
6689,Saradomin brew(2),True,150,90,60,2000,2 doses of Saradomin brew.
6687,Saradomin brew(3),True,175,105,70,2000,3 doses of Saradomin brew.
6685,Saradomin brew(4),True,200,120,80,2000,4 doses of Saradomin brew.
10388,Saradomin chaps,True,6000,3600,2400,8,Saradomin blessed dragonhide chaps.
10446,Saradomin cloak,True,2000,1200,800,8,A Saradomin cloak.
10390,Saradomin coif,True,2000,1200,800,8,Saradomin blessed dragonhide coif.
10440,Saradomin crozier,True,5000,3000,2000,8,A Saradomin crozier.
10386,Saradomin d'hide body,True,13000,7800,5200,8,Saradomin blessed dragonhide body armour.
19933,Saradomin d'hide boots,True,9300,5580,3720,8,Saradomin blessed dragonhide boots.
23191,Saradomin d'hide shield,True,28334,17000,11333,8,Saradomin blessed wooden shield covered in dragon leather.
13163,Saradomin dragonhide set,True,9000,5400,3600,8,"A set containing a Saradomin dragonhide coif, body, chaps and vambraces."
2665,Saradomin full helm,False,35200,21120,14080,8,Rune full helmet in the colours of Saradomin.
11806,Saradomin godsword,True,1250000,750000,500000,8,"A gracious, heavy sword."
20074,Saradomin godsword ornament kit,True,5000,3000,2000,4,Use on a Saradomin godsword to make it look fancier!
11814,Saradomin hilt,True,500000,300000,200000,10000,Brimming with potential.
2667,Saradomin kiteshield,False,54400,32640,21760,8,Rune kiteshield in the colours of Saradomin.
10452,Saradomin mitre,True,5000,3000,2000,8,A Saradomin mitre.
6762,Saradomin mjolnir,True,625,375,250,8,A Saradomin Mjolnir.
3827,Saradomin page 1,True,200,120,80,5,This seems to have been torn from a book...
3828,Saradomin page 2,True,200,120,80,5,This seems to have been torn from a book...
3829,Saradomin page 3,True,200,120,80,5,This seems to have been torn from a book...
3830,Saradomin page 4,True,200,120,80,5,This seems to have been torn from a book...
2661,Saradomin platebody,False,65000,39000,26000,8,Rune platebody in the colours of Saradomin.
2663,Saradomin platelegs,False,64000,38400,25600,8,Rune platelegs in the colours of Saradomin.
3479,Saradomin plateskirt,False,64000,38400,25600,8,Rune plateskirt in the colours of Saradomin.
10464,Saradomin robe legs,True,7000,4200,2800,8,Leggings from the Saradomin Vestments.
10458,Saradomin robe top,True,7000,4200,2800,8,Saradomin Vestments.
10470,Saradomin stole,True,2500,1500,1000,8,A Saradomin stole.
11838,Saradomin sword,True,130000,78000,52000,8,The incredible blade of an Icyene.
13256,Saradomin's light,True,34600,20760,13840,5,The starlight enlightens your mind to dispel the darkness of Zamorakian evil.
12804,Saradomin's tear,True,40000,24000,16000,50,"After a terrible battle, Saradomin wept over the wounds of his faithful Zilyana."
325,Sardine,False,10,6,4,6000,Some nicely cooked sardines.
27641,Saturated heart,True,600000,360000,240000,8,This heart holds an ancient magical power within.
8794,Saw,True,10,6,4,40,Good for cutting wood.
28628,Sawmill voucher,True,100,60,40,10000,Used to provide additional planks at the sawmill.
27897,Scaly blue dragonhide,True,100,60,40,,A scaled blue dragonhide.
7078,Scrambled egg,True,8,4,3,13000,A bowl of scrambled egg.
22486,Scythe of vitur (uncharged),True,4000000,2400000,1600000,8,A powerful scythe. It is currently uncharged.
397,Sea turtle,True,200,120,80,10000,Tasty!
28931,Searing page,True,200,120,80,,It's still warm to the touch.
1552,Seasoned sardine,True,10,6,4,15,Sardine flavoured with doogle leaves.
401,Seaweed,True,2,1,1,13000,Slightly damp seaweed.
21490,Seaweed spore,True,20,12,8,600,A seaweed spore - plant in a seaweed patch.
5329,Secateurs,True,5,3,2,40,Good for pruning away diseased leaves.
28161,Secateurs attachment,True,100,60,40,10000,Collects leaves when chopping trees.
28159,Secateurs blade,True,1000,600,400,,An ingredient for the secateurs attachment.
9003,Security book,False,2,1,1,15,WARNING: Contains information which could make your account secure!
5343,Seed dibber,True,6,3,2,40,Use this to plant seeds with.
6724,Seercull,True,8000,4800,3200,8,An ancient Fremennik bow that was once used to battle the Moon Clan.
28304,Seers icon,True,8000,4800,3200,,The icon of an archer.
6731,Seers ring,True,10000,6000,4000,8,A mysterious ring that can fill the wearer with magical power...
12782,Senntisten teleport (tablet),True,1,1,1,10000,A teleport to Senntisten.
12929,Serpentine helm (uncharged),True,110000,66000,44000,8,Needs to be charged with Zulrah's scales.
12927,Serpentine visage,True,105000,63000,42000,5,Maybe you could use a chisel to craft this into a helmet.
3414,Serum 207 (1),True,11,6,4,2000,1 dose serum 207 as described in Herbi Flax's diary.
3412,Serum 207 (2),True,13,7,5,2000,2 doses serum 207 as described in Herbi Flax's diary.
3410,Serum 207 (3),True,13,7,5,2000,3 doses serum 207 as described in Herbi Flax's diary.
3408,Serum 207 (4),True,14,8,5,2000,4 doses serum 207 as described in Herbi Flax's diary.
548,Shade robe,False,30,18,12,125,"If a shade had knees, this would keep them nice and warm."
546,Shade robe top,False,40,24,16,125,I feel closer to the gods when I am wearing this.
3123,Shaikahan bones,True,1,1,1,7500,Large glistening bones which glow with a pale yellow aura.
21838,Shaman mask,False,8000,4800,3200,125,The mask worn by ogre shamans.
1854,Shantay pass (item),True,5,3,2,18000,Allows you to pass through the Shantay pass into the Kharid Desert.
385,Shark,True,170,102,68,10000,I'd better be careful eating this.
30900,Shark lure,True,10,6,4,10000,Sharks just can't get enough of these
32090,Shark paint,True,1,1,1,,A grey paint. This might look good on a boat.
26424,Shattered banner,True,1000,600,400,,A banner showcasing the colours of Leagues III - Shattered Relics.
26436,Shattered boots (t1),True,15000,9000,6000,,The boots of a Shattered Relic Hunter.
26448,Shattered boots (t2),True,15000,9000,6000,,The boots of a Shattered Relic Hunter.
26460,Shattered boots (t3),True,15000,9000,6000,,The boots of a Shattered Relic Hunter.
26517,Shattered cane,True,1000,600,400,,The cane of a Shattered relic hunter.
26528,Shattered cannon ornament kit,True,25000,15000,10000,5,An ornamental kit for the Dwarf multicannon in the style of Leagues III - Shattered Relics.
26427,Shattered hood (t1),True,15000,9000,6000,,The headgear of a Shattered Relic Hunter.
26439,Shattered hood (t2),True,15000,9000,6000,,The headgear of a Shattered Relic Hunter.
26451,Shattered hood (t3),True,15000,9000,6000,,The headgear of a Shattered Relic Hunter.
26554,Shattered relic hunter (t1) armour set,True,50000,30000,20000,,"A set containing Shattered boots (t1), Shattered trousers (t1), Shattered top (t1) and Shattered hood (t1)."
26557,Shattered relic hunter (t2) armour set,True,50000,30000,20000,,"A set containing Shattered boots (t2), Shattered trousers (t2), Shattered top (t2) and Shattered hood (t2)."
26560,Shattered relic hunter (t3) armour set,True,50000,30000,20000,,"A set containing Shattered boots (t3), Shattered trousers (t3), Shattered top (t3) and Shattered hood (t3)."
26541,Shattered relics mystic ornament kit,True,25000,15000,10000,5,A kit that can be used to apply a Leagues III - Shattered Relics theme to a blue Mystic robe piece.
26421,Shattered relics variety ornament kit,True,25000,15000,10000,5,"A kit that can be used to apply a Leagues III - Shattered Relics theme to an Abyssal whip or Tentacle, Rune crossbow or God book piece."
26479,Shattered relics void ornament kit,True,25000,15000,10000,5,A kit that can be used on void armour to theme it to Leagues III - Shattered Relics.
26500,Shattered teleport scroll,True,25000,15000,10000,,A scroll which unlocks the Shattered Relics home teleport animation.
26430,Shattered top (t1),True,15000,9000,6000,,The shirt of a Shattered Relic Hunter.
26442,Shattered top (t2),True,15000,9000,6000,,The shirt of a Shattered Relic Hunter.
26454,Shattered top (t3),True,15000,9000,6000,,The shirt of a Shattered Relic Hunter.
26433,Shattered trousers (t1),True,15000,9000,6000,,The trousers of a Shattered Relic Hunter.
26445,Shattered trousers (t2),True,15000,9000,6000,,The trousers of a Shattered Relic Hunter.
26457,Shattered trousers (t3),True,15000,9000,6000,,The trousers of a Shattered Relic Hunter.
8596,Shaving stand (flatpack),True,10,6,4,500,How does it all fit in there?
20263,Shayzien banner,True,70,42,28,4,A war torn banner baring the sigil of house Shayzien.
20125,Shayzien hood,True,1,1,1,4,A rare hood from Shayzien.
19955,Shayzien scarf,True,10000,6000,4000,4,A red scarf adorned with a skull.
1735,Shears,False,1,1,1,40,For shearing sheep.
2366,Shield left half,True,110000,66000,44000,50,The left half of a dragon square shield.
2368,Shield right half,True,500000,300000,200000,50,The right half of a dragon square shield.
621,Ship ticket,True,5,3,2,18000,Allows you passage on the 'Lady of the waves' ship.
5030,Shirt (brown),True,450,270,180,150,Tiny!
5034,Shirt (lilac),True,625,375,250,150,Tiny!
5032,Shirt (yellow),True,600,360,240,150,Tiny!
8610,Shoe box (flatpack),True,10,6,4,500,How does it all fit in there?
2080,Short green guy,True,30,18,12,2000,A Short Green Guy... looks good.
841,Shortbow,False,50,30,20,18000,Short but effective.
50,Shortbow (u),True,23,13,9,10000,I need to find a string for this.
5046,Shorts (blue),True,390,234,156,150,"Blue shorts, these would look great on dwarves!"
5042,Shorts (brown),True,280,168,112,150,"These look great, on dwarves!"
5044,Shorts (yellow),True,360,216,144,150,Yellow shorts. Far too small for you.
23300,Shoulder parrot,False,1000,600,400,4,Polly want a cracker?
315,Shrimps,False,5,3,2,6000,Some nicely cooked shrimp.
11205,Shrunk ogleroot,True,2,1,1,15,A shrunk ogleroot! How odd...
2976,Sickle mould,True,10,6,4,40,Used to make sickles.
26132,Sigil of aggression,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
28493,Sigil of agile fortune,True,10000,,,,A power enhancing sigil not yet attuned to you.
29679,Sigil of arcane swiftness,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
26009,Sigil of barrows,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26066,Sigil of binding,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
25994,Sigil of consistency,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
29658,Sigil of deception,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
26012,Sigil of deft strikes,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26099,Sigil of devotion,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26018,Sigil of enhanced harvest,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26069,Sigil of escaping,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26057,Sigil of exaggeration,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28520,Sigil of faith,True,10000,,,,A power enhancing sigil not yet attuned to you.
26126,Sigil of finality,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
26006,Sigil of fortification,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26015,Sigil of freedom,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26105,Sigil of garments,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
28481,Sigil of hoarding,True,10000,,,,A power enhancing sigil not yet attuned to you.
26144,Sigil of last recall,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
29661,Sigil of litheness,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
29649,Sigil of meticulousness,True,30000,18000,12000,,A power enhancing sigil not yet attuned to you.
26054,Sigil of mobility,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26096,Sigil of nature,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
29667,Sigil of onslaught,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
26129,Sigil of pious protection,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
28514,Sigil of precision,True,10000,,,,A power enhancing sigil not yet attuned to you.
26123,Sigil of preservation,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26081,Sigil of prosperity,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26135,Sigil of rampage,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
26141,Sigil of remote storage,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
25991,Sigil of resilience,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28490,Sigil of resistance,True,10000,,,,A power enhancing sigil not yet attuned to you.
29670,Sigil of restoration,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
29652,Sigil of revoked limitation,True,30000,18000,12000,,A power enhancing sigil not yet attuned to you.
26108,Sigil of slaughter,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26060,Sigil of specialised strikes,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26042,Sigil of stamina,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26021,Sigil of storage,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26120,Sigil of supreme stamina,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
28478,Sigil of sustenance,True,10000,,,,A power enhancing sigil not yet attuned to you.
26039,Sigil of the abyss,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
29664,Sigil of the adroit,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
28484,Sigil of the alchemaniac,True,10000,,,,A power enhancing sigil not yet attuned to you.
26027,Sigil of the alchemist,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28517,Sigil of the augmented thrall,True,10000,,,,A power enhancing sigil not yet attuned to you.
26090,Sigil of the barbarians,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
28511,Sigil of the bloodhound,True,10000,,,,A power enhancing sigil not yet attuned to you.
26033,Sigil of the chef,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26036,Sigil of the craftsman,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26084,Sigil of the dwarves,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26087,Sigil of the elves,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26048,Sigil of the eternal jeweller,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26075,Sigil of the feral fighter,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26030,Sigil of the fletcher,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28496,Sigil of the food master,True,30000,,,,A power enhancing sigil not yet attuned to you.
26102,Sigil of the forager,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
25997,Sigil of the formidable fighter,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26111,Sigil of the fortune farmer,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26093,Sigil of the gnomes,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26147,Sigil of the guardian angel,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
29676,Sigil of the gunslinger,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
28487,Sigil of the hunter,True,20000,,,,A power enhancing sigil not yet attuned to you.
28502,Sigil of the infernal chef,True,10000,,,,A power enhancing sigil not yet attuned to you.
28505,Sigil of the infernal smith,True,10000,,,,A power enhancing sigil not yet attuned to you.
28508,Sigil of the lightbearer,True,10000,,,,A sigil attuned to you with great power.
26078,Sigil of the menacing mage,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26003,Sigil of the meticulous mage,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28526,Sigil of the ninja,True,10000,,,,A power enhancing sigil not yet attuned to you.
26063,Sigil of the porcupine,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26045,Sigil of the potion master,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
29655,Sigil of the rampart,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
26000,Sigil of the rigorous ranger,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
26072,Sigil of the ruthless ranger,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26117,Sigil of the serpent,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
26138,Sigil of the skiller,True,30000,18000,12000,4,A power enhancing sigil not yet attuned to you.
26024,Sigil of the smith,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
29673,Sigil of the swashbuckler,True,10000,6000,4000,,A power enhancing sigil not yet attuned to you.
26051,Sigil of the treasure hunter,True,10000,6000,4000,10,A power enhancing sigil not yet attuned to you.
28499,Sigil of the well fed,True,10000,,,,A power enhancing sigil not yet attuned to you.
28523,Sigil of titanium,True,10000,,,,A power enhancing sigil not yet attuned to you.
26114,Sigil of versatility,True,20000,12000,8000,8,A power enhancing sigil not yet attuned to you.
28529,Sigil of woodcraft,True,10000,,,,A power enhancing sigil not yet attuned to you.
950,Silk,False,30,18,12,18000,It's a sheet of silk.
2355,Silver bar,False,150,90,60,10000,It's a bar of silver.
9145,Silver bolts,True,5,3,2,11000,Silver crossbow bolts.
9292,Silver bolts (p),True,5,3,2,11000,Some poisoned silver bolts.
9299,Silver bolts (p+),True,5,3,2,11000,Some poisoned silver bolts.
9306,Silver bolts (p++),True,5,3,2,11000,Some poisoned silver bolts.
9382,Silver bolts (unf),True,1,1,1,13000,Unfeathered silver crossbow bolts.
7650,Silver dust,True,200,120,80,13000,It's ground up silver.
25451,Silver locks,True,19200,11520,7680,8,Perhaps someone can do something with this.
442,Silver ore,False,75,45,30,13000,This needs refining.
2961,Silver sickle,True,175,105,70,15,It's a silver sickle.
9436,Sinew,True,2,1,1,13000,I can use this to make a crossbow string.
993,Sinister key,True,80,48,32,11000,You get a sense of dread from this key.
31154,Skeletal armour set,True,145000,87000,58000,,"A set containing a Skeletal helm, Skeletal top, Skeletal bottoms, Skeletal boots and Skeletal gloves."
6147,Skeletal boots,True,650,390,260,125,"Some finely crafted Fremennik boots, made from the bones of a wallasalki."
6141,Skeletal bottoms,True,40000,24000,16000,70,A superior set of strengthened slacks for any self respecting seer.
6153,Skeletal gloves,True,650,390,260,125,Fremennik gloves stitched together from wallasalki bones fragments.
6137,Skeletal helm,True,10000,6000,4000,70,Make your foes cower by wearing a skull as a helmet!
6139,Skeletal top,True,45000,27000,18000,70,The bones in this armour seem to vibrate with a magical quality...
22006,Skeletal visage,True,1500000,900000,600000,5,It looks like this could be attached to a shield somehow.
7443,Skewer,True,3200,1920,1280,50,Generally used for impaling fresh meat.
6305,Skewer stick,True,10,6,4,13000,"A sharp pointed stick, quite resistant to fire."
11113,Skills necklace,True,20200,12120,8080,10000,You will need to recharge the necklace at the Legends Guild.
11105,Skills necklace(4),True,20200,12120,8080,10000,This will help me travel.
11968,Skills necklace(6),True,20200,12120,8080,10000,This will help me travel.
5052,Skirt (blue),True,625,375,250,150,A blue skirt.
5048,Skirt (brown),True,350,210,140,150,A brown skirt. Size small!
5050,Skirt (lilac),True,550,330,220,150,Lilac skirt.
27673,Skull of vet'ion,True,80000,48000,32000,8,"The skull of an oathbound warrior. Severed from its body, it still maintains some power."
6163,Skull piece,True,60,36,24,11000,A fearsome looking skull.
10952,Slayer bell,True,150,90,60,40,Don't make anyone jump when you ring this!
21257,Slayer's enchantment,True,1200,720,480,500,The parchment contains a spell invented by Slayer Masters in ancient times.
5759,Slayer's respite,True,2,1,1,2000,Ale with bite.
5841,Slayer's respite(4),True,1,1,1,2000,This keg contains 4 pints of Slayer's Respite.
5761,Slayer's respite(m),True,2,1,1,2000,This looks a good deal stronger than normal Slayer's Respite.
5921,Slayer's respite(m4),True,1,1,1,2000,This keg contains 4 pints of mature Slayer's Respite.
4170,Slayer's staff,True,21000,12600,8400,70,An old and magical staff.
10398,Sleeping cap,True,2000,1200,800,4,A cap for wearing whilzzzzzzzzzz.
3162,Sliced banana,False,2,1,1,15,You swear you had more than three slices before.
7080,Sliced mushrooms,True,42,25,16,13000,A bowl of sliced Bittercap mushrooms.
8441,Small box hedge (bagged),True,15000,9000,6000,10000,You can plant this in your garden.
303,Small fishing net,False,5,3,2,40,Useful for catching small fish.
11998,Smoke battlestaff,True,15500,9300,6200,8,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.
4697,Smoke rune,True,20,12,8,18000,A combined Air and Fire Rune.
13233,Smouldering stone,True,45000,27000,18000,5,A smouldering stone from the depths of Hell.
6287,Snake hide,True,35,21,14,13000,Scaly but not slimy! It could be a useful material if it were tanned.
7801,Snake hide (swamp),True,35,21,14,11000,Scaly but not slimy!
6289,Snakeskin,True,50,30,20,13000,Nicely tanned skin from a snake.
6326,Snakeskin bandana,True,300,180,120,125,Lightweight head protection.
6322,Snakeskin body,True,1250,750,500,125,Made from 100% real snakeskin.
6328,Snakeskin boots,True,250,150,100,125,Made from snakes.
6324,Snakeskin chaps,True,1175,705,470,125,Made from 100% real snake.
22272,Snakeskin shield,True,920,552,368,125,A solid willow shield covered in snakeskin leather.
6330,Snakeskin vambraces,True,434,260,173,125,Made from 100% real snake.
3000,Snapdragon,True,59,35,23,11000,A powerful herb.
3004,Snapdragon potion (unf),True,59,35,23,10000,I need another ingredient to finish this Snapdragon potion.
5300,Snapdragon seed,True,60,36,24,200,A snapdragon seed - plant in a herb patch.
231,Snape grass,True,10,6,4,13000,Strange spiky grass.
22879,Snape grass seed,True,94,56,37,200,A snape grass seed - plant in an allotment.
10016,Snowy knight (item),True,50,30,20,125,There's a snowy knight butterfly in here.
29201,Snowy knight mix (1),True,50,30,20,,There's a snowy knight butterfly in here.
29183,Snowy knight mix (2),True,50,30,20,,There's a snowy knight butterfly in here.
25578,Soaked page,True,170,102,68,11000,"It feels clammy, like second-hand toilet paper."
1781,Soda ash,True,2,1,1,13000,One of the ingredients for making glass.
1761,Soft clay,False,2,1,1,13000,Clay soft enough to mould.
30068,Soiled page,True,200,120,80,11000,It's a bit dirty.
566,Soul rune,True,300,180,120,25000,Used for high level curse spells.
30759,Soulflame horn,True,220000,132000,88000,5,A horn sculpted in the depths of the earth. Its violent reverbrations fan the flames of the soul.
28338,Soulreaper axe,True,240000,144000,96000,,An axe that manipulates the very lifeforce of those who touch it.
952,Spade,False,3,1,1,40,A slightly muddy spade.
7439,Spatula,True,1920,1152,768,50,A large spatula... of doom!
12823,Spectral sigil,True,750000,450000,300000,5,A sigil in the shape of a spectral symbol.
12821,Spectral spirit shield,True,2000000,1200000,800000,8,An ethereal shield with a spectral sigil attached to it.
2007,Spice,True,230,138,92,11000,This could liven up an otherwise bland stew.
2213,Spicy crunchies,True,2,1,1,6000,Yum... smells spicy.
9996,Spicy minced meat,True,8,4,3,8000,A bowl of fiery minced meat.
7072,Spicy sauce,True,9,5,3,13000,A bowl of spicy sauce.
9994,Spicy tomato,True,3,1,1,8000,A bowl of chopped tomatoes with an extra kick.
6291,Spider carcass,True,15,9,6,13000,Its creeping days are over!
29782,Spider cave teleport,True,10,6,4,,Teleports you to Morytania Spider Cave.
6299,Spider on shaft,True,40,24,16,6000,A nicely roasted spider threaded onto an arrow shaft.
6297,Spider on stick,True,50,30,20,6000,A nicely roasted spider threaded onto a skewer stick.
3107,Spiked boots,True,30,18,12,15,Climbing boots with spikes.
23389,Spiked manacles,True,2500,1500,1000,8,"Some very spikey metal bands, better make sure I don't cut myself while walking."
10077,Spiky vambraces,True,160,96,64,125,Attack at your own risk.
1969,Spinach roll,False,1,1,1,50,A home made spinach thing.
31157,Spined armour set,True,145000,87000,58000,,"A set containing a Spined helm, Spined body, Spined chaps, Spined boots and Spined gloves."
6133,Spined body,True,7800,4680,3120,70,A constant reminder that I'm above a Dagannoth in the food chain.
6143,Spined boots,True,650,390,260,125,"Some finely crafted Fremennik boots, made from spined dagannoth hide."
6135,Spined chaps,True,3900,2340,1560,70,Stylish leg armour for rangers with a lingering smell of raw fish...
6149,Spined gloves,True,650,390,260,125,Fremennik gloves stitched together from spined dagannoth hide.
6131,Spined helm,True,60000,36000,24000,70,A helm fit for any Fremennik ranger.
4551,Spiny helmet,True,650,390,260,125,You don't want to wear it inside-out.
12829,Spirit shield,True,70000,42000,28000,8,An ethereal shield.
10812,Split log,True,90,54,36,11000,Used to repair bridges.
3387,Splitbark body,True,45000,27000,18000,70,Provides good protection.
3393,Splitbark boots,True,5000,3000,2000,70,Wooden foot protection.
3391,Splitbark gauntlets,True,5000,3000,2000,70,These should keep my hands safe.
3385,Splitbark helm,True,10000,6000,4000,70,A wooden helmet.
3389,Splitbark legs,True,40000,24000,16000,70,These should protect my legs.
7437,Spork,True,325,195,130,50,Use the spork.
10069,Spotted cape,True,400,240,160,125,A surprisingly aerodynamic cape.
10125,Spotted kebbit fur,True,150,90,60,10000,Maybe this is why people think furry dice make you go faster.
10071,Spottier cape,True,800,480,320,125,A really surprisingly aerodynamic cape.
31572,Squid beak,True,5000,3000,2000,,The beak of a squid.
31569,Squid paste,True,100,60,40,,A paste made by crushing squid.
1379,Staff,False,15,9,6,125,It's a slightly magical stick.
1381,Staff of air,False,1500,900,600,125,A Magical staff.
24144,Staff of balance,True,1000004,600002,400001,,A ghastly weapon with evil origins combined with an icon of balance.
23363,Staff of bob the cat,True,1500,900,600,8,A staff styled after the elusive cat.
1385,Staff of earth,False,1500,900,600,125,A Magical staff.
1387,Staff of fire,False,1500,900,600,125,A Magical staff.
22296,Staff of light,True,1000005,600003,400002,8,A ghastly weapon with evil origins combined with a holy light.
11791,Staff of the dead,True,1000005,600003,400002,8,A ghastly weapon with evil origins.
1383,Staff of water,False,1500,900,600,125,A Magical staff.
20590,Stale baguette,False,225,135,90,5,Baguette ready for pain.
12635,Stamina mix(1),True,90,54,36,2000,One dose of fishy stamina potion.
12633,Stamina mix(2),True,160,96,64,2000,Two doses of fishy stamina potion.
12631,Stamina potion(1),True,100,60,40,2000,1 dose of stamina potion.
12629,Stamina potion(2),True,200,120,80,2000,2 doses of stamina potion.
12627,Stamina potion(3),True,300,180,120,2000,3 doses of stamina potion.
12625,Stamina potion(4),True,400,240,160,2000,4 doses of stamina potion.
22625,Statius's full helm,True,250000,150000,100000,10,A powerful helmet.
22628,Statius's platebody,True,500000,300000,200000,10,A powerful platebody.
22631,Statius's platelegs,True,500000,300000,200000,10,A powerful pair of platelegs.
22622,Statius's warhammer,True,300000,180000,120000,10,A powerful warhammer.
11787,Steam battlestaff,True,17000,10200,6800,8,It's a slightly magical stick.
4694,Steam rune,True,20,12,8,18000,A combined Water and Fire Rune.
12798,Steam staff upgrade kit,True,1500,900,600,50,Makes a steam battlestaff or mystic steam staff more beautiful.
29412,Steamforge brew,True,8,4,3,,A dwarven delight from Cam Torum.
1311,Steel 2h sword,False,1000,600,400,125,A two handed sword.
886,Steel arrow,False,12,7,4,7000,Arrows with steel heads.
887,Steel arrow(p),True,12,7,4,7000,Venomous-looking arrows.
5618,Steel arrow(p+),True,12,7,4,7000,Venomous-looking arrows.
